Target	Source	Reactome_Refs	"Journal source: open access (F), closed (restricted access) with information in accessible abstract (A), closed with information in full text (C)"	Reach_Refs	Reach_Literature-reference_statement	Reactome_Literature-reference_statement
RHOB	ABR	N/D				N/D
RHOB	AKAP13	PMID7721814	F			PMID7721814: Lbc also showed comparable effects on the guanine nucleotide exchange activities of the recombinant RhoB and RhoC proteins (data not shown).
RHOB	ARHGEF1	PMID21454492;PMID23255595	"F,F"			"PMID21454492: To complete the scenario, we next determined the efficiency of p115, p190, PRG, and LARG on the exchange of mantGDP bound to RhoB and RhoC GTPases, which share 84 and 92% sequence identity with RhoA, respectively. We found that these two Rho isoforms together with RhoA are specific substrates for the investigated GEFs (Fig. 2C).;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RHOB	ARHGEF10	PMID16896804	A			"PMID16896804: As detected by guanine nucleotide exchange activity assay, precipitation assay of GTP-bound Rho proteins and serum response element dependent gene transcription Gef10 activates RhoA-C, but not Rac1 or Cdc42."
RHOB	ARHGEF10L	PMID16112081	C			"PMID16112081: Although RhoA, B, and C have different cellular functions, and some regulators and effectors show preferential interaction with these Rho isoforms [15], GrinchGEF apparently does not distinguish between RhoAC and similarly activates these Rho proteins."
RHOB	ARHGEF11	PMID21454492;PMID23255595	"F, F"			"PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10.;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RHOB	ARHGEF12	PMID21454492;PMID23255595	"F,F"			"PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10."
RHOB	ARHGEF15	N/D				N/D
RHOB	ARHGEF16	N/D				N/D
RHOB	ARHGEF17	PMID22911862	F	PMID22911862	"PMID22911862: First , we determined that TEM4 can stimulate guanine nucleotide exchange on RhoA and the related RhoB and RhoC isoforms ."	"PMID22911862: First, we determined that TEM4 can stimulate guanine nucleotide exchange on RhoA and the related RhoB and RhoC isoforms."
RHOB	ARHGEF18	N/D				N/D
RHOB	ARHGEF19	N/D				N/D
RHOB	ARHGEF2	PMID16917499	F	PMID24086429	"PMID24086429: Although the exchange factor that activates RhoB in endothelial cells is currently unknown , recent work showed that GEF-H1 mediates LPS induced RhoB activation in dendritic cells XREF_BIBR ."	PMID16917499: All these results demonstrated that GEFH1 is involved in both LPS?mediated RhoB activation and the surface expression of MHCII in DC.
RHOB	ARHGEF25	PMID22673745	F	PMID26435194	"PMID26435194: Although we used a biosensor specifically designed to measure GTP loading on RhoA , it is not excluded that the DH domain of p63RhoGEF also activates RhoB and/or RhoC in our experiments ."	"PMID22673745: The V43T mutation significantly reduced the activity of Vav2, XPLN, GEFT, Dbs and Dbl against GST-RhoA and GST-RhoB (Fig. 2)."
RHOB	ARHGEF26	N/D				N/D
RHOB	ARHGEF28	PMID21454492;PMID23255595	"F,F"			"PMID21454492: To complete the scenario, we next determined the efficiency of p115, p190, PRG, and LARG on the exchange of mantGDP bound to RhoB and RhoC GTPases, which share 84 and 92% sequence identity with RhoA, respectively. We found that these two Rho isoforms together with RhoA are specific substrates for the investigated GEFs (Fig. 2C).;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RHOB	ARHGEF3	PMID12221096;PMID22673745	"F, F"	PMID24840563	"PMID24840563: The functions of these genes are related , with the product of the ARHGEF3 gene ( the Rho guanine nucleotide exchange factor ( GEF ) 3 ) specifically activating two members of the RhoGTPase family : RhoA ( encoded for by the RHOA gene ) and RhoB XREF_BIBR ."	"PMID12221096: In vitro, XPLN stimulates guanine nucleotide exchange on RhoA and RhoB, but not RhoC, RhoG, Rac1, or Cdc42.;PMID22673745: The V43T mutation significantly reduced the activity of Vav2, XPLN, GEFT, Dbs and Dbl against GST-RhoA and GST-RhoB (Fig. 2)."
RHOB	ARHGEF33	N/D				N/D
RHOB	ARHGEF35	N/D				N/D
RHOB	ARHGEF37	N/D				N/D
RHOB	ARHGEF38	N/D				N/D
RHOB	ARHGEF39	N/D				N/D
RHOB	ARHGEF4	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOB	ARHGEF40	N/D				N/D
RHOB	ARHGEF5	PMID19713215	F			"PMID19713215: Arhgef5 can strongly activate RhoA and RhoB and weakly RhoC and RhoG, but not Rac1, RhoQ, RhoD, or RhoV, in transfected human embryonic kidney 293 cells."
RHOB	ARHGEF6	N/D				N/D
RHOB	ARHGEF7	N/D				N/D
RHOB	ARHGEF9	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOB	ECT2	PMID21373644	F	PMID21373644;PMID21373644	"PMID21373644: Since KD of Ect2 and Net1 were sufficient to suppress RhoB activity after IR , we wanted to test whether these cells would also exhibit cellular resistance to IR in a manner analogous to the loss of RhoB ( XREF_FIG ) .;PMID21373644: Individual KD of Ect2 and Net1 alone was able to diminish some RhoB activity after IR , but was not as effective as knocking down both GEFs simultaneously ( XREF_FIG ) ."	PMID21373644: These data suggest that IR-induced increases in RhoB activity are a result of both Ect2 and Net1 activation.
RHOB	FGD1	N/D				N/D
RHOB	FGD2	N/D				N/D
RHOB	FGD3	N/D				N/D
RHOB	FGD4	N/D				N/D
RHOB	GNA13	N/D				N/D
RHOB	ITSN1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOB	KALRN	N/D				N/D
RHOB	MCF2	PMID22673745;PMID23255595	"F,F"			"PMID22673745: The V43T mutation significantly reduced the activity of Vav2, XPLN, GEFT, Dbs and Dbl against GST-RhoA and GST-RhoB (Fig. 2).;PMID23255595: from table and figures."
RHOB	MCF2L	PMID22673745;PMID23255595	"F,F"			"PMID22673745: The V43T mutation significantly reduced the activity of Vav2, XPLN, GEFT, Dbs and Dbl against GST-RhoA and GST-RhoB (Fig. 2).;PMID23255595: from table and figures."
RHOB	NET1	PMID21373644	F			"PMID21373644: The increase in RhoB activity after genotoxic stress is associated with increased activity of the nuclear guanine nucleotide exchange factors (GEFs), Ect2 and Net1, but not the cytoplasmic GEFs p115 RhoGEF or Vav2. Importantly, loss of Ect2 and Net1 via siRNA-mediated protein knock-down inhibited IR-induced increases in RhoB activity, reduced apoptotic signaling events, and protected cells from IR-induced cell death."
RHOB	NGEF	N/D				N/D
RHOB	OBSCN	N/D				N/D
RHOB	PLEKHG2	N/D				N/D
RHOB	PLEKHG5	N/D				N/D
RHOB	PREX1	PMID23255595	F			PMID23255595: from table and figures.
RHOB	RASGRF2	N/D				N/D
RHOB	SOS1	N/D				N/D
RHOB	SOS2	N/D				N/D
RHOB	TIAM1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOB	TIAM2	N/D				N/D
RHOB	TRIO	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOB	VAV1	N/D				N/D
RHOB	VAV2	PMID22673745;PMID9822605;PMID23255595	"F, F,F"	PMID11448999	"PMID11448999: Using baculovirus derived recombinant protein , XREF_BIBR found that Vav2 activates RhoA , RhoB , and RhoG , but not Rac1 or Cdc42 , as determined by exchange assays in vitro ."	"PMID22673745: The V43T mutation significantly reduced the activity of Vav2, XPLN, GEFT, Dbs and Dbl against GST-RhoA and GST-RhoB (Fig. 2).;PMID9822605: Phosphorylated Vav?2 was found to be active on RhoA, RhoB and the more distantly related RhoG protein (Figure 4D).;PMID23255595: From table and figures."
RHOB	VAV3	N/D				N/D
RHOBTB1	ABR	N/D				
RHOBTB1	AKAP13	N/D				
RHOBTB1	ARHGEF1	N/D				
RHOBTB1	ARHGEF10	N/D				
RHOBTB1	ARHGEF10L	N/D				
RHOBTB1	ARHGEF11	N/D				
RHOBTB1	ARHGEF12	N/D				
RHOBTB1	ARHGEF15	N/D				
RHOBTB1	ARHGEF16	N/D				
RHOBTB1	ARHGEF17	N/D				
RHOBTB1	ARHGEF18	N/D				
RHOBTB1	ARHGEF19	N/D				
RHOBTB1	ARHGEF2	N/D				
RHOBTB1	ARHGEF25	N/D				
RHOBTB1	ARHGEF26	N/D				
RHOBTB1	ARHGEF28	N/D				
RHOBTB1	ARHGEF3	N/D				
RHOBTB1	ARHGEF33	N/D				
RHOBTB1	ARHGEF35	N/D				
RHOBTB1	ARHGEF37	N/D				
RHOBTB1	ARHGEF38	N/D				
RHOBTB1	ARHGEF39	N/D				N/D
RHOBTB1	ARHGEF4	N/D				
RHOBTB1	ARHGEF40	N/D				
RHOBTB1	ARHGEF5	N/D				
RHOBTB1	ARHGEF6	N/D				
RHOBTB1	ARHGEF7	N/D				
RHOBTB1	ARHGEF9	N/D				
RHOBTB1	ECT2	N/D				
RHOBTB1	FGD1	N/D				
RHOBTB1	FGD2	N/D				
RHOBTB1	FGD3	N/D				
RHOBTB1	FGD4	N/D				
RHOBTB1	GNA13	N/D				
RHOBTB1	ITSN1	N/D				
RHOBTB1	KALRN	N/D				
RHOBTB1	MCF2	N/D				
RHOBTB1	MCF2L	N/D				
RHOBTB1	NET1	N/D				
RHOBTB1	NGEF	N/D				
RHOBTB1	OBSCN	N/D				
RHOBTB1	PLEKHG2	N/D				
RHOBTB1	PLEKHG5	N/D				
RHOBTB1	PREX1	N/D				
RHOBTB1	RASGRF2	N/D				
RHOBTB1	SOS1	N/D				
RHOBTB1	SOS2	N/D				
RHOBTB1	TIAM1	N/D				
RHOBTB1	TIAM2	N/D				
RHOBTB1	TRIO	N/D				
RHOBTB1	VAV1	N/D				
RHOBTB1	VAV2	N/D				
RHOBTB1	VAV3	N/D				
RHOBTB2	ABR	N/D				
RHOBTB2	AKAP13	N/D				
RHOBTB2	ARHGEF1	N/D				
RHOBTB2	ARHGEF10	N/D				
RHOBTB2	ARHGEF10L	N/D				
RHOBTB2	ARHGEF11	N/D				
RHOBTB2	ARHGEF12	N/D				
RHOBTB2	ARHGEF15	N/D				
RHOBTB2	ARHGEF16	N/D				
RHOBTB2	ARHGEF17	N/D				
RHOBTB2	ARHGEF18	N/D				
RHOBTB2	ARHGEF19	N/D				
RHOBTB2	ARHGEF2	N/D				
RHOBTB2	ARHGEF25	N/D				
RHOBTB2	ARHGEF26	N/D				
RHOBTB2	ARHGEF28	N/D				
RHOBTB2	ARHGEF3	N/D				
RHOBTB2	ARHGEF33	N/D				
RHOBTB2	ARHGEF35	N/D				
RHOBTB2	ARHGEF37	N/D				
RHOBTB2	ARHGEF38	N/D				
RHOBTB2	ARHGEF39	N/D				N/D
RHOBTB2	ARHGEF4	N/D				
RHOBTB2	ARHGEF40	N/D				
RHOBTB2	ARHGEF5	N/D				
RHOBTB2	ARHGEF6	N/D				
RHOBTB2	ARHGEF7	N/D				
RHOBTB2	ARHGEF9	N/D				
RHOBTB2	ECT2	N/D				
RHOBTB2	FGD1	N/D				
RHOBTB2	FGD2	N/D				
RHOBTB2	FGD3	N/D				
RHOBTB2	FGD4	N/D				
RHOBTB2	GNA13	N/D				
RHOBTB2	ITSN1	N/D				
RHOBTB2	KALRN	N/D				
RHOBTB2	MCF2	N/D				
RHOBTB2	MCF2L	N/D				
RHOBTB2	NET1	N/D				
RHOBTB2	NGEF	N/D				
RHOBTB2	OBSCN	N/D				
RHOBTB2	PLEKHG2	N/D				
RHOBTB2	PLEKHG5	N/D				
RHOBTB2	PREX1	N/D				
RHOBTB2	RASGRF2	N/D				
RHOBTB2	SOS1	N/D				
RHOBTB2	SOS2	N/D				
RHOBTB2	TIAM1	N/D				
RHOBTB2	TIAM2	N/D				
RHOBTB2	TRIO	N/D				
RHOBTB2	VAV1	N/D				
RHOBTB2	VAV2	N/D				
RHOBTB2	VAV3	N/D				
RHOC	ABR	N/D				N/D
RHOC	AKAP13	PMID7721814	F			PMID7721814: Lbc also showed comparable effects on the guanine nucleotide exchange activities of the recombinant RhoB and RhoC proteins (data not shown).
RHOC	ARHGEF1	PMID21454492;PMID23255595	"F,F"			"PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10.;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RHOC	ARHGEF10	PMID16896804	A			"PMID16896804: As detected by guanine nucleotide exchange activity assay, precipitation assay of GTP-bound Rho proteins and serum response element dependent gene transcription Gef10 activates RhoA-C, but not Rac1 or Cdc42."
RHOC	ARHGEF10L	PMID16112081	C			"PMID16112081: Although RhoA, B, and C have different cellular functions, and some regulators and effectors show preferential interaction with these Rho isoforms [15], GrinchGEF apparently does not distinguish between RhoAC and similarly activates these Rho proteins."
RHOC	ARHGEF11	PMID21454492;PMID23255595	"F, F"			"PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10.;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RHOC	ARHGEF12	PMID21454492;PMID23255595	"F, F"			"PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10.;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RHOC	ARHGEF15	N/D				N/D
RHOC	ARHGEF16	N/D				N/D
RHOC	ARHGEF17	PMID22911862	F	PMID23825001;PMID22911862;PMID23825001;PMID23825001;PMID23825001;PMID23825001	"PMID23825001: TEM4 Activates RhoC in Protruding Membranes .;PMID22911862: First , we determined that TEM4 can stimulate guanine nucleotide exchange on RhoA and the related RhoB and RhoC isoforms .;PMID23825001: Taken together , our data suggest that TEM4 promotes activation of RhoC in endothelial cells and is likely to signal through RhoC to promote persistent cellular migration .;PMID23825001: Interestingly , endogenous TEM4 associates with both microtubular and actin cytoskeletons in protruding membranes ( XREF_SUPPLEMENTARY ) suggesting that association with either or both structures may regulate spatial activation of RhoC by TEM4 as shown for other RhoGEF family XREF_BIBR , XREF_BIBR .;PMID23825001: Depletion of either TEM4 or RhoC inhibits persistence of cellular migration , and alters actin cytoskeleton and FA morphology , suggesting that RhoC activation by TEM4 may mediate TEM4 functions .;PMID23825001: To determine if TEM4 promotes activation of RhoC in membrane protrusions , we visualized activation of RhoC in control NS and TEM4 depleted cells using spinning disk confocal microscopy ."	"PMID22911862: First, we determined that TEM4 can stimulate guanine nucleotide exchange on RhoA and the related RhoB and RhoC isoforms."
RHOC	ARHGEF18	N/D				N/D
RHOC	ARHGEF19	N/D				N/D
RHOC	ARHGEF2	N/D				N/D
RHOC	ARHGEF25	PMID22673745	F			"PMID22673745: Presence of the I43T mutation in GST-RhoC significantly reduced GEFT stimulated-exchange, but only weakly impacted activity of Vav2, Dbl and Dbs."
RHOC	ARHGEF26	N/D				N/D
RHOC	ARHGEF28	PMID21454492;PMID23255595	"F,F"	PMID24714032;PMID27158467	"PMID24714032: Recent studies have shown that RhoC plays a critical role in invadopodia formation.XREF _ BIBR RhoC is activated by p190RhoGEF in areas surrounding invadopodia , leading to activation of ROCK and LIM kinase , phosphorylation and inactivation of cofilin resulting in the inhibition of actin polymerization .;PMID27158467: Outside the core , p190RhoGEF activates RhoC , while p190RhoGAP localizes to the inner of the core where it inhibits RhoC ."	"PMID21454492: To complete the scenario, we next determined the efficiency of p115, p190, PRG, and LARG on the exchange of mantGDP bound to RhoB and RhoC GTPases, which share 84 and 92% sequence identity with RhoA, respectively. We found that these two Rho isoforms together with RhoA are specific substrates for the investigated GEFs (Fig. 2C).;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RHOC	ARHGEF3	NO (PMID12221096);NO (PMID22673745)	"F, F"	PMID27147504;PMID24224016	"PMID27147504: Although XPLN has been described as specific RhoGEF for RhoA en RhoB , our FRET sensor approach showed that XPLN can also activate RhoC .;PMID24224016: We examined whether XPLN , the GEF previously reported to activate RhoA but not RhoC [ XREF_BIBR ] , could differentiate between our RhoA [ XREF_BIBR ] and RhoC FLARE biosensors ."	"PMID12221096: In vitro, XPLN stimulates guanine nucleotide exchange on RhoA and RhoB, but not RhoC, RhoG, Rac1, or Cdc42.;PMID22673745: XPLN had little to no activity against either GST-RhoC or GST-RhoC-43T."
RHOC	ARHGEF33	N/D				N/D
RHOC	ARHGEF35	N/D				N/D
RHOC	ARHGEF37	N/D				N/D
RHOC	ARHGEF38	N/D				N/D
RHOC	ARHGEF39	N/D				N/D
RHOC	ARHGEF4	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOC	ARHGEF40	PMID15107133	F			"PMID15107133: In accordance with these findings, Scambio does not activate either Rac or Cdc42 but rather, stimulates guanine nucleotide exchange on RhoA and its close relative, RhoC."
RHOC	ARHGEF5	PMID19713215 weakly	F			"PMID19713215: Arhgef5 can strongly activate RhoA and RhoB and weakly RhoC and RhoG, but not Rac1, RhoQ, RhoD, or RhoV, in transfected human embryonic kidney 293 cells."
RHOC	ARHGEF6	N/D				N/D
RHOC	ARHGEF7	N/D				N/D
RHOC	ARHGEF9	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOC	ECT2	N/D				N/D
RHOC	FGD1	N/D				N/D
RHOC	FGD2	N/D				N/D
RHOC	FGD3	N/D				N/D
RHOC	FGD4	N/D				N/D
RHOC	GNA13	N/D				N/D
RHOC	ITSN1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOC	KALRN	N/D				N/D
RHOC	MCF2	PMID22673745;PMID23255595	"F,F"			"PMID22673745: Presence of the I43T mutation in GST-RhoC significantly reduced GEFT stimulated-exchange, but only weakly impacted activity of Vav2, Dbl and Dbs.;PMID23255595: from table and figures."
RHOC	MCF2L	PMID22673745;PMID23255595	"F,F"			"PMID22673745: Presence of the I43T mutation in GST-RhoC significantly reduced GEFT stimulated-exchange, but only weakly impacted activity of Vav2, Dbl and Dbs.;PMID23255595: from table and figures."
RHOC	NET1	N/D				N/D
RHOC	NGEF	N/D				N/D
RHOC	OBSCN	N/D				N/D
RHOC	PLEKHG2	N/D				N/D
RHOC	PLEKHG5	N/D				N/D
RHOC	PREX1	PMID23255595	F			PMID23255595: from table and figures.
RHOC	RASGRF2	N/D				N/D
RHOC	SOS1	N/D				N/D
RHOC	SOS2	N/D				N/D
RHOC	TIAM1	N/D				N/D
RHOC	TIAM1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOC	TRIO	NO (PMIR23255595)	F			PMID23255595: from table and figures.
RHOC	VAV1	N/D				N/D
RHOC	VAV2	PMID22673745;PMID23255595	"F,F"			"PMID22673745: Presence of the I43T mutation in GST-RhoC significantly reduced GEFT stimulated-exchange, but only weakly impacted activity of Vav2, Dbl and Dbs.;PMID23255595: from table and figures."
RHOC	VAV3	N/D				N/D
RHOD	ABR	N/D				
RHOD	AKAP13	N/D				
RHOD	ARHGEF1	N/D				
RHOD	ARHGEF10	N/D				
RHOD	ARHGEF10L	N/D				
RHOD	ARHGEF11	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	ARHGEF12	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	ARHGEF15	N/D				
RHOD	ARHGEF16	N/D				
RHOD	ARHGEF17	N/D				
RHOD	ARHGEF18	N/D				
RHOD	ARHGEF19	N/D				
RHOD	ARHGEF2	N/D				
RHOD	ARHGEF25	N/D				
RHOD	ARHGEF26	N/D				
RHOD	ARHGEF28	N/D				
RHOD	ARHGEF3	N/D				
RHOD	ARHGEF33	N/D				
RHOD	ARHGEF35	N/D				
RHOD	ARHGEF37	N/D				
RHOD	ARHGEF38	N/D				
RHOD	ARHGEF39	N/D				N/D
RHOD	ARHGEF4	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	ARHGEF40	N/D				
RHOD	ARHGEF5	NO (PMID19713215)	F			"PMID19713215: Arhgef5 can strongly activate RhoA and RhoB and weakly RhoC and RhoG, but not Rac1, RhoQ, RhoD, or RhoV, in transfected human embryonic kidney 293 cells."
RHOD	ARHGEF6	N/D				
RHOD	ARHGEF7	N/D				
RHOD	ARHGEF9	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	ECT2	N/D				
RHOD	FGD1	N/D				
RHOD	FGD2	N/D				
RHOD	FGD3	N/D				
RHOD	FGD4	N/D				
RHOD	GNA13	N/D				
RHOD	ITSN1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	KALRN	N/D				
RHOD	MCF2	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	MCF2L	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	NET1	N/D				
RHOD	NGEF	N/D				
RHOD	OBSCN	N/D				
RHOD	PLEKHG2	N/D				
RHOD	PLEKHG5	N/D				
RHOD	PREX1	NO (PMID23255595)	F			"PMID23255595: Notably, PRex1 did not act on RhoD and Rif."
RHOD	RASGRF2	N/D				
RHOD	SOS1	N/D				
RHOD	SOS2	N/D				
RHOD	TIAM1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	TIAM2	N/D				
RHOD	TRIO	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	VAV1	N/D				
RHOD	VAV2	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOD	VAV3	N/D				
RHOF	ABR	N/D				
RHOF	AKAP13	N/D				
RHOF	ARHGEF1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	ARHGEF10	N/D				
RHOF	ARHGEF10L	N/D				
RHOF	ARHGEF11	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	ARHGEF12	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	ARHGEF15	N/D				
RHOF	ARHGEF16	N/D				
RHOF	ARHGEF17	N/D				
RHOF	ARHGEF18	N/D				
RHOF	ARHGEF19	N/D				
RHOF	ARHGEF2	N/D				
RHOF	ARHGEF25	N/D				
RHOF	ARHGEF26	N/D				
RHOF	ARHGEF28	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	ARHGEF3	N/D				
RHOF	ARHGEF33	N/D				
RHOF	ARHGEF35	N/D				
RHOF	ARHGEF37	N/D				
RHOF	ARHGEF38	N/D				
RHOF	ARHGEF39	N/D				N/D
RHOF	ARHGEF4	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	ARHGEF40	N/D				
RHOF	ARHGEF5	N/D				
RHOF	ARHGEF6	N/D				
RHOF	ARHGEF7	N/D				
RHOF	ARHGEF9	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	ECT2	N/D				
RHOF	FGD1	N/D				
RHOF	FGD2	N/D				
RHOF	FGD3	N/D				
RHOF	FGD4	N/D				
RHOF	GNA13	N/D				
RHOF	ITSN1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	KALRN	N/D				
RHOF	MCF2	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	MCF2L	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	NET1	N/D				
RHOF	NGEF	N/D				
RHOF	OBSCN	N/D				
RHOF	PLEKHG2	N/D				
RHOF	PLEKHG5	N/D				
RHOF	PREX1	NO (PMID23255595)	F			"PMID23255595: Notably, PRex1 did not act on RhoD and Rif."
RHOF	RASGRF2	N/D				
RHOF	SOS1	N/D				
RHOF	SOS2	N/D				
RHOF	TIAM1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	TIAM2	N/D				
RHOF	TRIO	NO (PMID23255595)	F	PMID22666460	PMID22666460: TRIO is a triple functional domain protein that promotes Ras homolog gene family ( Rho ) and Ras related C3 botulinum toxin substrate 1 ( Rac1 ) activation through the exchange of GDP by GTP XREF_BIBR .	PMID23255595: from table and figures.
RHOF	VAV1	N/D				
RHOF	VAV2	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOF	VAV3	N/D				
RHOG	ABR	N/D				
RHOG	AKAP13	N/D				
RHOG	ARHGEF1	N/D				
RHOG	ARHGEF10	N/D				
RHOG	ARHGEF10L	N/D				
RHOG	ARHGEF11	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOG	ARHGEF12	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOG	ARHGEF15	N/D				
